Entrada/Saída;Data;Movimentação;Produto;Instituição;Quantidade;Preço unitário;Valor da Operação
Credito;30/12/2020;Juros Sobre Capital Próprio;ABEV3 - AMBEV S.A.                                        ;CLEAR CORRETORA - GRUPO XP;75; R$0,41 ; R$26,37 
Credito;30/12/2020;Juros Sobre Capital Próprio;BBAS3 - BCO BRASIL S.A.                                   ;CLEAR CORRETORA - GRUPO XP;30; R$0,12 ; R$2,98 
Credito;28/12/2020;Juros Sobre Capital Próprio;TAEE3 - TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.     ;CLEAR CORRETORA - GRUPO XP;134; R$0,05 ; R$5,97 
Debito;28/12/2020;Direitos de Subscrição - Não Exercido;XPLG12 - XP LOG FDO INV IMOB - FII                         ;EASYNVEST - TITULO CV S/A;0; - ; - 
Debito;23/12/2020;Cessão de Direitos - Solicitada;XPLG12 - XP LOG FDO INV IMOB - FII                         ;EASYNVEST - TITULO CV S/A;5; - ; - 
Credito;23/12/2020;Cessão de Direitos;XPLG12 - XP LOG FDO INV IMOB - FII                         ;EASYNVEST - TITULO CV S/A;5; - ; - 
Credito;23/12/2020;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII                         ;CLEAR CORRETORA - GRUPO XP;10; R$0,45 ; R$4,50 
Credito;23/12/2020;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII                         ;EASYNVEST - TITULO CV S/A;27; R$0,45 ; R$12,15 
Debito;21/12/2020;Direitos de Subscrição - Não Exercido;TGAR12 - FDO INV IMOB TG ATIVO REAL                        ;EASYNVEST - TITULO CV S/A;0; - ; - 
Credito;18/12/2020;Cessão de Direitos;TGAR12 - FDO INV IMOB TG ATIVO REAL                        ;EASYNVEST - TITULO CV S/A;2; - ; - 
Debito;18/12/2020;Cessão de Direitos - Solicitada;TGAR12 - FDO INV IMOB TG ATIVO REAL                        ;EASYNVEST - TITULO CV S/A;2; - ; - 
Credito;15/12/2020;Transferência - Liquidação;RECR11 - FDO INV IMOB - FII REC RECEBIVEIS IMOBILIARIOS    ;EASYNVEST - TITULO CV S/A;3; R$105,24 ; R$315,72 
Credito;15/12/2020;Transferência - Liquidação;XPLG11 - XP LOG FDO INV IMOB - FII                         ;EASYNVEST - TITULO CV S/A;4; R$121,95 ; R$487,80 
Credito;14/12/2020;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS    ;EASYNVEST - TITULO CV S/A;20; R$0,53 ; R$10,60 
Credito;14/12/2020;Rendimento;MXRF11 - MAXI RENDA FDO INV IMOB - FII                     ;CLEAR CORRETORA - GRUPO XP;50; R$0,06 ; R$3,00 
Credito;14/12/2020;Rendimento;RECR11 - FDO INV IMOB - FII REC RECEBIVEIS IMOBILIARIOS    ;EASYNVEST - TITULO CV S/A;18; R$1,31 ; R$23,58 
Credito;14/12/2020;Rendimento;VINO11 - VINCI OFFICES FDO INV IMOB                        ;CLEAR CORRETORA - GRUPO XP;5; R$0,35 ; R$1,75 
Credito;14/12/2020;Rendimento;VINO11 - VINCI OFFICES FDO INV IMOB                        ;EASYNVEST - TITULO CV S/A;25; R$0,35 ; R$8,75 
Credito;14/12/2020;Rendimento;XPLG11 - XP LOG FDO INV IMOB - FII                         ;EASYNVEST - TITULO CV S/A;20; R$0,58 ; R$11,60 
Credito;11/12/2020;Transferência - Liquidação;RECR11 - FDO INV IMOB - FII REC RECEBIVEIS IMOBILIARIOS    ;EASYNVEST - TITULO CV S/A;6; R$105,20 ; R$631,20 
Credito;11/12/2020;Transferência - Liquidação;XPLG11 - XP LOG FDO INV IMOB - FII                         ;EASYNVEST - TITULO CV S/A;16; R$122,74 ; R$1.963,84 
Credito;10/12/2020;Transferência - Liquidação;ABEV3 - AMBEV S/A;CLEAR CORRETORA - GRUPO XP;15; R$14,91 ; R$223,65 
Credito;10/12/2020;Transferência - Liquidação;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;5; R$37,10 ; R$185,50 
Credito;10/12/2020;Transferência - Liquidação;BBDC3 - BANCO BRADESCO S/A;CLEAR CORRETORA - GRUPO XP;8; R$23,15 ; R$185,20 
Credito;10/12/2020;Transferência - Liquidação;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;15; R$89,34 ; R$1.340,10 
Credito;10/12/2020;Transferência - Liquidação;EGIE3 - ENGIE BRASIL ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;25; R$43,25 ; R$1.081,25 
Credito;10/12/2020;Transferência - Liquidação;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;24; R$11,31 ; R$271,44 
Credito;10/12/2020;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;88; R$5,16 ; R$454,08 
Credito;10/12/2020;Transferência - Liquidação;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;5; R$59,19 ; R$295,95 
Credito;10/12/2020;Transferência - Liquidação;VIVT3 - TELEFONICA BRASIL S/A;CLEAR CORRETORA - GRUPO XP;8; R$43,96 ; R$351,68 
Credito;10/12/2020;Transferência - Liquidação;WEGE3 - WEG S/A;CLEAR CORRETORA - GRUPO XP;5; R$71,47 ; R$357,38 
Credito;10/12/2020;Direito de Subscrição;XPLG12 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;10/12/2020;Transferência - Liquidação;XPML11 - XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;10; R$113,40 ; R$1.134,00 
Credito;08/12/2020;Transferência - Liquidação;ABEV3 - AMBEV S.A.                                        ;CLEAR CORRETORA - GRUPO XP;10; R$14,74 ; R$147,40 
Credito;08/12/2020;Transferência - Liquidação;BBDC3 - BCO BRADESCO S.A.                                 ;CLEAR CORRETORA - GRUPO XP;40; R$22,93 ; R$917,20 
Debito;08/12/2020;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPAÇÕES S.A.                  ;CLEAR CORRETORA - GRUPO XP;30; R$28,85 ; R$865,50 
Debito;08/12/2020;Transferência - Liquidação;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS    ;CLEAR CORRETORA - GRUPO XP;10; R$89,93 ; R$899,30 
Debito;08/12/2020;Transferência - Liquidação;BIDI3 - BANCO INTER S.A.                                  ;CLEAR CORRETORA - GRUPO XP;2; R$25,90 ; R$51,80 
Credito;08/12/2020;Transferência - Liquidação;ENBR3 - EDP - ENERGIAS DO BRASIL S.A.                     ;CLEAR CORRETORA - GRUPO XP;15; R$19,45 ; R$291,75 
Credito;08/12/2020;Transferência - Liquidação;ITSA4 - ITAUSA S.A.                                       ;CLEAR CORRETORA - GRUPO XP;6; R$11,26 ; R$67,56 
Debito;08/12/2020;Transferência - Liquidação;SAPR3 - CIA SANEAMENTO DO PARANA - SANEPAR                ;CLEAR CORRETORA - GRUPO XP;10; R$5,70 ; R$57,00 
Credito;08/12/2020;Transferência - Liquidação;SAPR4 - CIA SANEAMENTO DO PARANA - SANEPAR                ;CLEAR CORRETORA - GRUPO XP;40; R$5,33 ; R$213,20 
Debito;08/12/2020;Transferência - Liquidação;TGAR11 - FDO INV IMOB TG ATIVO REAL                        ;CLEAR CORRETORA - GRUPO XP;5; R$133,60 ; R$668,00 
Credito;08/12/2020;Rendimento;TGAR11 - FDO INV IMOB TG ATIVO REAL                        ;CLEAR CORRETORA - GRUPO XP;5; R$1,12 ; R$5,60 
Credito;08/12/2020;Rendimento;TGAR11 - FDO INV IMOB TG ATIVO REAL                        ;EASYNVEST - TITULO CV S/A;11; R$1,12 ; R$12,32 
Credito;08/12/2020;Direito de Subscrição;TGAR12 - FDO INV IMOB TG ATIVO REAL                        ;EASYNVEST - TITULO CV S/A;2; - ; - 
Debito;08/12/2020;Transferência - Liquidação;VINO11 - VINCI OFFICES FDO INV IMOB                        ;CLEAR CORRETORA - GRUPO XP;5; R$59,60 ; R$298,00 
Credito;08/12/2020;Transferência - Liquidação;VIVT3 - TELEFÔNICA BRASIL S.A                             ;CLEAR CORRETORA - GRUPO XP;5; R$43,79 ; R$218,95 
Debito;08/12/2020;Transferência - Liquidação;XPIN11 - XP INDUSTRIAL FDO INV IMOB - FII                  ;CLEAR CORRETORA - GRUPO XP;16; R$114,99 ; R$1.839,84 
Debito;07/12/2020;Transferência - Liquidação;BBDC3 - BCO BRADESCO S.A.                                 ;CLEAR CORRETORA - GRUPO XP;41; R$22,90 ; R$938,90 
Credito;07/12/2020;Transferência - Liquidação;ITSA4 - ITAUSA S.A.                                       ;CLEAR CORRETORA - GRUPO XP;7; R$11,10 ; R$77,70 
Debito;07/12/2020;Transferência - Liquidação;KLBN3 - KLABIN S.A.                                       ;CLEAR CORRETORA - GRUPO XP;4; R$4,98 ; R$19,92 
Credito;07/12/2020;Transferência - Liquidação;KLBN4 - KLABIN S.A.                                       ;CLEAR CORRETORA - GRUPO XP;10; R$4,89 ; R$48,90 
Credito;07/12/2020;Transferência - Liquidação;SAPR3 - CIA SANEAMENTO DO PARANA - SANEPAR                ;CLEAR CORRETORA - GRUPO XP;10; R$5,67 ; R$56,70 
Credito;07/12/2020;Transferência - Liquidação;TAEE3 - TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.     ;CLEAR CORRETORA - GRUPO XP;134; R$11,06 ; R$1.482,04 
Debito;07/12/2020;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.     ;CLEAR CORRETORA - GRUPO XP;134; R$11,03 ; R$1.478,02 
Debito;07/12/2020;Venda;Tesouro IPCA+ 2035;NU INVEST CORRETORA DE VALORES S.A.;2,66; R$1.931,96 ; R$5.139,01 
Debito;07/12/2020;Transferência - Liquidação;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA ;CLEAR CORRETORA - GRUPO XP;30; R$26,91 ; R$807,30 
Debito;07/12/2020;Transferência - Liquidação;VVAR3 - VIA VAREJO S.A.                                   ;CLEAR CORRETORA - GRUPO XP;10; R$17,16 ; R$171,60 
Credito;04/12/2020;Transferência - Liquidação;BIDI3 - BANCO INTER S.A.                                  ;CLEAR CORRETORA - GRUPO XP;2; R$24,64 ; R$49,28 
Credito;04/12/2020;Transferência - Liquidação;KLBN3 - KLABIN S.A.                                       ;CLEAR CORRETORA - GRUPO XP;4; R$5,12 ; R$20,48 
Debito;04/12/2020;Transferência - Liquidação;MXRF11 - MAXI RENDA FDO INV IMOB - FII                     ;CLEAR CORRETORA - GRUPO XP;50; R$10,47 ; R$523,50 
Credito;04/12/2020;Transferência - Liquidação;XPIN11 - XP INDUSTRIAL FDO INV IMOB - FII                  ;CLEAR CORRETORA - GRUPO XP;4; R$114,98 ; R$459,92 
Credito;02/12/2020;Transferência - Liquidação;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS    ;CLEAR CORRETORA - GRUPO XP;10; R$89,70 ; R$897,00 
Debito;02/12/2020;Transferência - Liquidação;EGIE3 - ENGIE BRASIL ENERGIA S.A.                         ;CLEAR CORRETORA - GRUPO XP;1; R$42,91 ; R$42,91 
Credito;02/12/2020;Transferência - Liquidação;MXRF11 - MAXI RENDA FDO INV IMOB - FII                     ;CLEAR CORRETORA - GRUPO XP;50; R$10,60 ; R$530,00 
Debito;02/12/2020;Transferência - Liquidação;SAPR3 - CIA SANEAMENTO DO PARANA - SANEPAR                ;CLEAR CORRETORA - GRUPO XP;2; R$5,26 ; R$10,52 
Credito;02/12/2020;Transferência - Liquidação;TGAR11 - FDO INV IMOB TG ATIVO REAL                        ;CLEAR CORRETORA - GRUPO XP;5; R$134,39 ; R$671,95 
Debito;02/12/2020;Transferência - Liquidação;TIET3 - AES TIETE ENERGIA SA                              ;CLEAR CORRETORA - GRUPO XP;20; R$3,23 ; R$64,60 
Credito;02/12/2020;Transferência - Liquidação;VINO11 - VINCI OFFICES FDO INV IMOB                        ;CLEAR CORRETORA - GRUPO XP;5; R$60,16 ; R$300,80 
Credito;02/12/2020;Transferência - Liquidação;VVAR3 - VIA VAREJO S.A.                                   ;CLEAR CORRETORA - GRUPO XP;7; R$17,88 ; R$125,16 
Credito;02/12/2020;Transferência - Liquidação;XPIN11 - XP INDUSTRIAL FDO INV IMOB - FII                  ;CLEAR CORRETORA - GRUPO XP;12; R$115,00 ; R$1.380,00 
Credito;02/12/2020;Transferência - Liquidação;XPML11 - XP MALLS FDO INV IMOB FII                         ;CLEAR CORRETORA - GRUPO XP;10; R$110,61 ; R$1.106,10 
Credito;01/12/2020;Juros Sobre Capital Próprio;BBDC3 - BCO BRADESCO S.A.                                 ;CLEAR CORRETORA - GRUPO XP;41; R$0,02 ; R$0,60 
Debito;01/12/2020;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S.A.                               ;INTER DTVM LTDA;5; R$23,95 ; R$119,75 
Debito;01/12/2020;Transferência - Liquidação;TIET3 - AES TIETE ENERGIA SA                              ;RICO INVESTIMENTOS - GRUPO XP;1; R$3,25 ; R$3,25 
Credito;30/11/2020;Transferência - Liquidação;EGIE3 - ENGIE BRASIL ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;1; R$43,01 ; R$43,01 
Credito;30/11/2020;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;CLEAR CORRETORA - GRUPO XP;1; R$24,17 ; R$24,17 
Credito;30/11/2020;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;5; R$24,10 ; R$120,50 
Credito;30/11/2020;Transferência - Liquidação;SAPR3 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;2; R$5,17 ; R$10,34 
Credito;30/11/2020;Transferência - Liquidação;TIET3 - AES TIETE ENERGIA S/A;CLEAR CORRETORA - GRUPO XP;20; R$3,25 ; R$65,00 
Credito;30/11/2020;Transferência - Liquidação;TIET3 - AES TIETE ENERGIA S/A;RICO INVESTIMENTOS -  GRUPO XP;1; R$3,25 ; R$3,25 
Credito;30/11/2020;Transferência - Liquidação;VVAR3 - VIA VAREJO S.A.;CLEAR CORRETORA - GRUPO XP;3; R$19,00 ; R$57,00 
Credito;27/11/2020;Juros Sobre Capital Próprio;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;15; R$0,19 ; R$2,49 
Credito;25/11/2020;Dividendo;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;134; R$0,40 ; R$53,25 
Credito;25/11/2020;Juros Sobre Capital Próprio;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;134; R$0,06 ; R$6,44 
Credito;25/11/2020;Dividendo;TIET4 - AES TIETE ENERGIA S/A;CLEAR CORRETORA - GRUPO XP;200; R$0,03 ; R$6,52 
Credito;25/11/2020;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;17; R$0,42 ; R$7,14 
Credito;24/11/2020;Atualização;VIVT3 - TELEFONICA BRASIL S/A;CLEAR CORRETORA - GRUPO XP;15; - ; - 
Credito;20/11/2020;Transferência - Liquidação;ABEV3 - AMBEV S/A;CLEAR CORRETORA - GRUPO XP;10; R$14,85 ; R$148,50 
Credito;20/11/2020;Transferência - Liquidação;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;10; R$34,36 ; R$343,60 
Credito;20/11/2020;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;CLEAR CORRETORA - GRUPO XP;30; R$28,83 ; R$864,90 
Credito;20/11/2020;Transferência - Liquidação;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;20; R$90,00 ; R$1.800,00 
Credito;20/11/2020;Transferência - Liquidação;ENBR3 - EDP ENERGIAS DO BRASIL S.A.;CLEAR CORRETORA - GRUPO XP;5; R$18,89 ; R$94,45 
Debito;20/11/2020;Transferência - Liquidação;FLRY3 - FLEURY S.A.;CLEAR CORRETORA - GRUPO XP;45; R$27,45 ; R$1.235,25 
Debito;20/11/2020;Transferência - Liquidação;HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB;NU INVEST CORRETORA DE VALORES S.A.;2; R$209,39 ; R$418,78 
Credito;20/11/2020;Transferência - Liquidação;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;15; R$10,72 ; R$160,80 
Credito;20/11/2020;Transferência - Liquidação;KLBN4 - KLABIN S/A;CLEAR CORRETORA - GRUPO XP;100; R$4,73 ; R$473,00 
Debito;20/11/2020;Transferência - Liquidação;PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS;CLEAR CORRETORA - GRUPO XP;15; R$24,03 ; R$360,45 
Credito;20/11/2020;Transferência - Liquidação;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;10; R$105,39 ; R$1.053,90 
Debito;20/11/2020;Transferência - Liquidação;RENT3 - LOCALIZA RENT A CAR S/A;CLEAR CORRETORA - GRUPO XP;8; R$65,91 ; R$527,28 
Credito;20/11/2020;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;114; R$5,04 ; R$574,86 
Credito;20/11/2020;Transferência - Liquidação;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;5; R$134,55 ; R$672,75 
Debito;20/11/2020;Transferência - Liquidação;TIET4 - AES TIETE ENERGIA S/A;CLEAR CORRETORA - GRUPO XP;200; R$3,19 ; R$638,00 
Credito;20/11/2020;Transferência - Liquidação;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;25; R$59,00 ; R$1.475,00 
Credito;20/11/2020;Transferência - Liquidação;VIVT4 - TELEFONICA BRASIL S/A;CLEAR CORRETORA - GRUPO XP;15; R$47,09 ; R$706,40 
Credito;20/11/2020;Transferência - Liquidação;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;20; R$128,36 ; R$2.567,37 
Credito;20/11/2020;Transferência - Liquidação;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;17; R$112,41 ; R$1.910,97 
Debito;19/11/2020;Transferência - Liquidação;AAPL34 - APPLE INC.;CLEAR CORRETORA - GRUPO XP;3; R$64,35 ; R$193,05 
Debito;19/11/2020;Transferência - Liquidação;BABA34 - ALIBABA GROUP HOLDING LTD;CLEAR CORRETORA - GRUPO XP;3; R$49,00 ; R$147,00 
Debito;19/11/2020;Transferência - Liquidação;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; R$90,08 ; R$900,80 
Debito;19/11/2020;Transferência - Liquidação;BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORPORATE OFFICE FUND;NU INVEST CORRETORA DE VALORES S.A.;7; R$88,45 ; R$619,15 
Debito;19/11/2020;Transferência - Liquidação;HGLG11 - CSHG LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;5; R$168,06 ; R$840,30 
Debito;19/11/2020;Transferência - Liquidação;JPMC34 - JPMORGAN CHASE & CO.;CLEAR CORRETORA - GRUPO XP;2; R$61,80 ; R$123,60 
Debito;19/11/2020;Transferência - Liquidação;KNRI11 - KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$159,21 ; R$159,21 
Debito;19/11/2020;Transferência - Liquidação;MSFT34 - MICROSOFT CORPORATION;CLEAR CORRETORA - GRUPO XP;3; R$47,97 ; R$143,92 
Debito;19/11/2020;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;204; R$10,55 ; R$2.152,20 
Debito;19/11/2020;Transferência - Liquidação;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;37; R$59,04 ; R$2.184,50 
