Entrada/Saída;Data;Movimentação;Produto;Instituição;Quantidade;Preço unitário;Valor da Operação
Debito;19/11/2020;Transferência - Liquidação;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; R$114,20 ; R$342,60 
Debito;19/11/2020;Transferência - Liquidação;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;17; R$127,87 ; R$2.173,79 
Debito;19/11/2020;Transferência - Liquidação;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;13; R$112,16 ; R$1.458,08 
Credito;16/11/2020;Transferência - Liquidação;AAPL34 - APPLE INC.;CLEAR CORRETORA - GRUPO XP;3; R$64,94 ; R$194,82 
Credito;16/11/2020;Transferência - Liquidação;BABA34 - ALIBABA GROUP HOLDING LTD;CLEAR CORRETORA - GRUPO XP;3; R$51,59 ; R$154,77 
Credito;16/11/2020;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,50 ; R$5,00 
Credito;16/11/2020;Rendimento;BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORPORATE OFFICE FUND;NU INVEST CORRETORA DE VALORES S.A.;7; R$0,47 ; R$3,29 
Credito;16/11/2020;Transferência - Liquidação;FLRY3 - FLEURY S.A.;CLEAR CORRETORA - GRUPO XP;15; R$26,57 ; R$398,55 
Credito;16/11/2020;Rendimento;HGBS11 - HEDGE BRASIL SHOPPING FDO INV IMOB;NU INVEST CORRETORA DE VALORES S.A.;2; R$0,40 ; R$0,80 
Credito;16/11/2020;Rendimento;HGLG11 - CSHG LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,78 ; R$3,90 
Credito;16/11/2020;Transferência - Liquidação;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;4; R$10,41 ; R$41,64 
Credito;16/11/2020;Transferência - Liquidação;JPMC34 - JPMORGAN CHASE & CO.;CLEAR CORRETORA - GRUPO XP;2; R$61,35 ; R$122,70 
Credito;16/11/2020;Rendimento;KNRI11 - KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$0,65 ; R$0,65 
Credito;16/11/2020;Transferência - Liquidação;MSFT34 - MICROSOFT CORPORATION;CLEAR CORRETORA - GRUPO XP;3; R$48,94 ; R$146,82 
Credito;16/11/2020;Rendimento;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;204; R$0,06 ; R$12,24 
Credito;16/11/2020;Transferência - Liquidação;PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS;CLEAR CORRETORA - GRUPO XP;15; R$22,16 ; R$332,53 
Credito;16/11/2020;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;8; R$1,31 ; R$10,48 
Credito;16/11/2020;Transferência - Liquidação;RENT3 - LOCALIZA RENT A CAR S/A;CLEAR CORRETORA - GRUPO XP;8; R$64,45 ; R$515,60 
Credito;16/11/2020;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;1; R$4,99 ; R$4,99 
Credito;16/11/2020;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;29; R$0,35 ; R$10,15 
Credito;16/11/2020;Rendimento;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; R$0,38 ; R$1,12 
Credito;13/11/2020;Dividendo;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;CLEAR CORRETORA - GRUPO XP;10; R$0,52 ; R$5,22 
Credito;13/11/2020;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,58 ; R$5,80 
Debito;12/11/2020;Transferência - Liquidação;CNTO3 - GRUPO SBF S.A.;CLEAR CORRETORA - GRUPO XP;10; R$27,93 ; R$279,30 
Debito;12/11/2020;Transferência - Liquidação;JBSS3 - JBS S/A;CLEAR CORRETORA - GRUPO XP;20; R$20,53 ; R$410,60 
Credito;12/11/2020;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;50; R$10,16 ; R$508,00 
Debito;11/11/2020;Transferência - Liquidação;ABEV3 - AMBEV S/A;NU INVEST CORRETORA DE VALORES S.A.;99; R$13,99 ; R$1.385,01 
Debito;11/11/2020;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;CLEAR CORRETORA - GRUPO XP;5; R$26,78 ; R$133,90 
Credito;11/11/2020;Transferência - Liquidação;CNTO3 - GRUPO SBF S.A.;CLEAR CORRETORA - GRUPO XP;10; R$27,09 ; R$270,90 
Debito;11/11/2020;Transferência - Liquidação;EGIE3 - ENGIE BRASIL ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;1; R$44,00 ; R$44,00 
Credito;11/11/2020;Transferência - Liquidação;FLRY3 - FLEURY S.A.;CLEAR CORRETORA - GRUPO XP;10; R$28,12 ; R$281,20 
Debito;11/11/2020;Transferência - Liquidação;ITSA4 - ITAUSA S/A;NU INVEST CORRETORA DE VALORES S.A.;99; R$10,26 ; R$1.015,74 
Credito;11/11/2020;Transferência - Liquidação;JBSS3 - JBS S/A;CLEAR CORRETORA - GRUPO XP;20; R$20,46 ; R$409,20 
Debito;11/11/2020;Transferência - Liquidação;KLBN3 - KLABIN S/A;CLEAR CORRETORA - GRUPO XP;31; R$4,83 ; R$149,73 
Credito;11/11/2020;Transferência - Liquidação;KLBN4 - KLABIN S/A;CLEAR CORRETORA - GRUPO XP;37; R$4,78 ; R$176,86 
Debito;11/11/2020;Transferência - Liquidação;LREN3 - LOJAS RENNER S/A;CLEAR CORRETORA - GRUPO XP;13; R$47,64 ; R$619,32 
Debito;11/11/2020;Transferência - Liquidação;MRVE3 - MRV ENGENHARIA E PARTICIPACOES S.A.;CLEAR CORRETORA - GRUPO XP;6; R$19,30 ; R$115,80 
Debito;11/11/2020;Transferência - Liquidação;PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS;CLEAR CORRETORA - GRUPO XP;9; R$21,51 ; R$193,59 
Credito;11/11/2020;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;50; R$10,18 ; R$509,00 
Credito;11/11/2020;Transferência - Liquidação;TIET4 - AES TIETE ENERGIA S/A;CLEAR CORRETORA - GRUPO XP;100; R$3,15 ; R$315,00 
Credito;11/11/2020;Transferência - Liquidação;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;CLEAR CORRETORA - GRUPO XP;20; R$25,88 ; R$517,76 
Credito;11/11/2020;Transferência - Liquidação;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;8; R$60,04 ; R$480,32 
Debito;11/11/2020;Transferência - Liquidação;VVAR3 - VIA VAREJO S.A.;CLEAR CORRETORA - GRUPO XP;66; R$19,34 ; R$1.276,44 
Credito;11/11/2020;Transferência - Liquidação;WEGE3 - WEG S.A.;CLEAR CORRETORA - GRUPO XP;10; R$82,03 ; R$820,30 
Credito;11/11/2020;Transferência - Liquidação;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;7; R$128,14 ; R$896,98 
Credito;11/11/2020;Transferência - Liquidação;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;9; R$113,20 ; R$1.018,88 
Credito;10/11/2020;Rendimento;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;6; R$1,10 ; R$6,60 
Credito;05/11/2020;Transferência - Liquidação;ENBR3 - EDP ENERGIAS DO BRASIL S.A.;CLEAR CORRETORA - GRUPO XP;20; R$17,26 ; R$345,20 
Credito;05/11/2020;Transferência - Liquidação;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;34; R$9,20 ; R$313,12 
Credito;05/11/2020;Transferência - Liquidação;KLBN4 - KLABIN S/A;CLEAR CORRETORA - GRUPO XP;11; R$4,76 ; R$52,45 
Credito;05/11/2020;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;30; R$9,64 ; R$289,20 
Credito;03/11/2020;Transferência - Liquidação;BBDC3 - BANCO BRADESCO S/A;CLEAR CORRETORA - GRUPO XP;11; R$18,15 ; R$199,65 
Debito;03/11/2020;VENCIMENTO;CDB - CDB016K8OJ2 - BANCO BMG S/A;EASYNVEST - TITULO CV S/A;1000; - ; - 
Credito;03/11/2020;Transferência - Liquidação;ENBR3 - EDP ENERGIAS DO BRASIL S.A.;CLEAR CORRETORA - GRUPO XP;9; R$17,27 ; R$155,43 
Credito;03/11/2020;Transferência - Liquidação;KLBN3 - KLABIN S/A;CLEAR CORRETORA - GRUPO XP;31; R$4,81 ; R$149,11 
Credito;03/11/2020;Transferência - Liquidação;LREN3 - LOJAS RENNER S/A;CLEAR CORRETORA - GRUPO XP;3; R$39,33 ; R$117,99 
Credito;03/11/2020;Transferência - Liquidação;MRVE3 - MRV ENGENHARIA E PARTICIPACOES S.A.;CLEAR CORRETORA - GRUPO XP;6; R$17,26 ; R$103,56 
Credito;03/11/2020;Transferência - Liquidação;PETR4 - PETROLEO BRASILEIRO S/A PETROBRAS;CLEAR CORRETORA - GRUPO XP;9; R$18,75 ; R$168,75 
Credito;03/11/2020;Transferência - Liquidação;VVAR3 - VIA VAREJO S.A.;CLEAR CORRETORA - GRUPO XP;6; R$17,99 ; R$107,94 
Debito;27/10/2020;Venda;Tesouro Selic 2025;NU INVEST CORRETORA DE VALORES S.A.;0,42; R$10.627,51 ; R$4.463,55 
Credito;23/10/2020;Rendimento;XPML11 - XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;4; R$0,26 ; R$1,04 
Credito;22/10/2020;Compra;Tesouro IPCA+ 2035;NU INVEST CORRETORA DE VALORES S.A.;0,02; R$1.887,79 ; R$37,76 
Credito;22/10/2020;Compra;Tesouro IPCA+ 2035;NU INVEST CORRETORA DE VALORES S.A.;2,64; R$1.887,79 ; R$4.983,77 
Credito;22/10/2020;Compra;Tesouro Selic 2025;NU INVEST CORRETORA DE VALORES S.A.;0,42; R$10.629,62 ; R$4.464,44 
Credito;21/10/2020;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;CLEAR CORRETORA - GRUPO XP;5; R$25,33 ; R$126,65 
Credito;21/10/2020;Transferência - Liquidação;ENBR3 - EDP ENERGIAS DO BRASIL S.A.;CLEAR CORRETORA - GRUPO XP;5; R$18,12 ; R$90,60 
Credito;21/10/2020;Transferência - Liquidação;FLRY3 - FLEURY S.A.;CLEAR CORRETORA - GRUPO XP;20; R$28,02 ; R$560,40 
Debito;21/10/2020;Transferência - Liquidação;ITSA3 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;2; R$10,60 ; R$21,20 
Credito;21/10/2020;Transferência - Liquidação;KLBN4 - KLABIN S/A;CLEAR CORRETORA - GRUPO XP;52; R$5,06 ; R$263,12 
Credito;21/10/2020;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;CLEAR CORRETORA - GRUPO XP;4; R$25,76 ; R$103,04 
Debito;21/10/2020;Transferência - Liquidação;TAEE3 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;55; R$9,38 ; R$516,29 
Debito;21/10/2020;Transferência - Liquidação;TIET3 - AES TIETE ENERGIA S/A;CLEAR CORRETORA - GRUPO XP;200; R$3,04 ; R$608,00 
Credito;21/10/2020;Transferência - Liquidação;TIET4 - AES TIETE ENERGIA S/A;CLEAR CORRETORA - GRUPO XP;100; R$3,05 ; R$305,00 
Debito;21/10/2020;Transferência - Liquidação;TRPL3 - CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA;CLEAR CORRETORA - GRUPO XP;20; R$26,12 ; R$522,40 
Credito;21/10/2020;Transferência - Liquidação;TRPL4 - CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA;CLEAR CORRETORA - GRUPO XP;10; R$22,24 ; R$222,40 
Credito;20/10/2020;Transferência - Liquidação;ABEV3 - AMBEV S/A;CLEAR CORRETORA - GRUPO XP;10; R$13,28 ; R$132,80 
Credito;20/10/2020;Transferência - Liquidação;HGBS11 - HEDGE BRASIL SHOPPING FDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;2; R$209,00 ; R$418,00 
Credito;20/10/2020;Transferência - Liquidação;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;20; R$9,12 ; R$182,40 
Credito;20/10/2020;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;CLEAR CORRETORA - GRUPO XP;20; R$25,62 ; R$512,40 
Credito;20/10/2020;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; R$10,69 ; R$32,07 
Credito;20/10/2020;Transferência - Liquidação;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;3; R$96,55 ; R$289,65 
Credito;20/10/2020;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;4; R$9,47 ; R$37,88 
Credito;20/10/2020;Transferência - Liquidação;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;3; R$117,41 ; R$352,23 
Credito;20/10/2020;Transferência - Liquidação;VVAR3 - VIA VAREJO S.A.;CLEAR CORRETORA - GRUPO XP;30; R$19,40 ; R$582,00 
Credito;20/10/2020;Transferência - Liquidação;XPML11 - XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;4; R$109,78 ; R$439,12 
Debito;19/10/2020;Transferência - Liquidação;ITUB3 - ITAU UNIBANCO HOLDING S/A;CLEAR CORRETORA - GRUPO XP;20; R$22,04 ; R$440,80 
Debito;19/10/2020;Transferência - Liquidação;SAPR3 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;2; R$5,25 ; R$10,50 
Credito;16/10/2020;Transferência - Liquidação;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;1; R$133,75 ; R$133,75 
Credito;15/10/2020;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,45 ; R$4,50 
Credito;15/10/2020;Rendimento;BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORPORATE OFFICE FUND;NU INVEST CORRETORA DE VALORES S.A.;2; R$0,45 ; R$0,89 
Credito;15/10/2020;Rendimento;HGLG11 - CSHG LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;5; R$0,60 ; R$3,00 
Credito;15/10/2020;Rendimento;KNRI11 - KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$0,65 ; R$0,65 
Credito;15/10/2020;Desdobro;MGLU3 - MAGAZINE LUIZA S/A;CLEAR CORRETORA - GRUPO XP;15; - ; - 
Credito;15/10/2020;Rendimento;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;100; R$0,07 ; R$7,00 
Credito;15/10/2020;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;20; R$0,35 ; R$7,00 
Credito;15/10/2020;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;10; R$0,58 ; R$5,80 
Credito;14/10/2020;Transferência - Liquidação;BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORPORATE OFFICE FUND;NU INVEST CORRETORA DE VALORES S.A.;5; R$91,43 ; R$457,15 
Credito;14/10/2020;COMPRA / VENDA;CDB - CDB017MO1DM - BANCO FIBRA S/A;EASYNVEST - TITULO CV S/A;1; - ; - 
Credito;14/10/2020;COMPRA / VENDA;CDB - CDB3181NARK - BANCO MAXIMA S/A;EASYNVEST - TITULO CV S/A;1; - ; - 
Credito;14/10/2020;Transferência - Liquidação;EGIE3 - ENGIE BRASIL ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;1; R$40,39 ; R$40,39 
Credito;14/10/2020;Transferência - Liquidação;ITSA3 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;2; R$10,63 ; R$21,26 
Credito;14/10/2020;Transferência - Liquidação;MGLU3 - MAGAZINE LUIZA S/A;CLEAR CORRETORA - GRUPO XP;5; R$91,95 ; R$459,75 
Credito;14/10/2020;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$10,58 ; R$10,58 
Credito;14/10/2020;Transferência - Liquidação;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;5; R$96,49 ; R$482,45 
Credito;14/10/2020;Transferência - Liquidação;SAPR3 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;2; R$5,15 ; R$10,30 
Credito;14/10/2020;Transferência - Liquidação;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;5; R$132,48 ; R$662,40 
Credito;14/10/2020;Transferência - Liquidação;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;9; R$61,24 ; R$551,16 
Credito;14/10/2020;Transferência - Liquidação;WEGE3 - WEG S/A;CLEAR CORRETORA - GRUPO XP;1; R$74,74 ; R$74,74 
Credito;09/10/2020;Transferência - Liquidação;ABEV3 - AMBEV S/A;CLEAR CORRETORA - GRUPO XP;30; R$13,69 ; R$410,70 
Credito;09/10/2020;Transferência - Liquidação;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;15; R$29,98 ; R$449,70 
Credito;09/10/2020;Transferência - Liquidação;BBDC3 - BANCO BRADESCO S/A;CLEAR CORRETORA - GRUPO XP;30; R$18,19 ; R$545,70 
Credito;09/10/2020;COMPRA / VENDA;CDB - CDB1193A1V4 - BANCO ARBI S/A;EASYNVEST - TITULO CV S/A;1; - ; - 
Credito;09/10/2020;Transferência - Liquidação;ITUB3 - ITAU UNIBANCO HOLDING S/A;CLEAR CORRETORA - GRUPO XP;20; R$21,50 ; R$430,00 
Credito;09/10/2020;Transferência - Liquidação;LREN3 - LOJAS RENNER S/A;CLEAR CORRETORA - GRUPO XP;10; R$39,62 ; R$396,20 
Credito;09/10/2020;Transferência - Liquidação;TAEE3 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;55; R$9,34 ; R$513,70 
Credito;09/10/2020;Transferência - Liquidação;TIET3 - AES TIETE ENERGIA S/A;CLEAR CORRETORA - GRUPO XP;200; R$2,91 ; R$582,00 
Credito;09/10/2020;Transferência - Liquidação;TRPL3 - CTEEP - COMPANHIA DE TRANSMISSAO DE ENERGIA ELETRICA PAULISTA;CLEAR CORRETORA - GRUPO XP;20; R$26,28 ; R$525,60 
Credito;09/10/2020;Transferência - Liquidação;VVAR3 - VIA VAREJO S.A.;CLEAR CORRETORA - GRUPO XP;30; R$17,92 ; R$537,60 
Credito;06/10/2020;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;100; R$10,46 ; R$1.046,80 
Debito;05/10/2020;VENCIMENTO;CDB - CDB016I78QE - BANCO BMG S/A;EASYNVEST - TITULO CV S/A;1000; - ; - 
Credito;02/10/2020;Transferência - Liquidação;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;20; R$59,74 ; R$1.194,80 
Credito;02/10/2020;Transferência - Liquidação;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;10; R$129,80 ; R$1.298,00 
Credito;30/09/2020;Transferência - Liquidação;BRCR11 - FDO INV IMOB - FII BTG PACTUAL CORPORATE OFFICE FUND;NU INVEST CORRETORA DE VALORES S.A.;2; R$91,19 ; R$182,38 
Credito;30/09/2020;Transferência - Liquidação;KNRI11 - KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$165,25 ; R$165,25 
Credito;29/09/2020;Transferência - Liquidação;HGLG11 - CSHG LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;5; R$168,55 ; R$842,75 
Credito;29/09/2020;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;50; R$10,89 ; R$544,50 
Credito;25/09/2020;Transferência - Liquidação;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS    ;EASYNVEST - TITULO CV S/A;5; R$90,96 ; R$454,80 
Credito;25/09/2020;COMPRA / VENDA;CDB - CDB016I78QE - BANCO BMG S/A;EASYNVEST - TITULO CV S/A;1000; - ; - 
Credito;24/09/2020;COMPRA / VENDA;CDB - CDB016K8OJ2 - BANCO BMG S/A;EASYNVEST - TITULO CV S/A;1000; - ; - 